,_id,deviceType,deviceFirmwareVersion,deviceMACAddress,deviceAnimalID,__v
205,640f6ef10c8f4c1edc676910,CARAVANA,2222,D6F40EFC1CE6,640f6ef10c8f4c1edc676810,0
206,640f6ef10c8f4c1edc6768f6,CARAVANA,2222,E6FDA2D375C2,640f6ef10c8f4c1edc676801,0
207,640f6ef10c8f4c1edc6768f0,CARAVANA,2222,783DEE3187C7,640f6ef10c8f4c1edc6767ff,0
208,640f6ef10c8f4c1edc676908,CARAVANA,2222,921B9A9EF5EB,640f6ef10c8f4c1edc67681b,0
209,640f6ef10c8f4c1edc67691a,CARAVANA,2222,6626EE6357E3,640f6ef10c8f4c1edc676825,0
210,640f6ef10c8f4c1edc676900,CARAVANA,2222,5CC0016BA9D5,640f6ef10c8f4c1edc676806,0
211,640f6ef10c8f4c1edc67690c,CARAVANA,2222,BD7AA38E30D8,640f6ef10c8f4c1edc67681e,0
212,640f6ef10c8f4c1edc6768fa,CARAVANA,2222,3F3B962D2AD6,640f6ef10c8f4c1edc676804,0
213,640f6ef10c8f4c1edc676912,CARAVANA,2222,2D4562D873CC,640f6ef10c8f4c1edc676820,0
214,640f6ef10c8f4c1edc676924,CARAVANA,2222,3DA065D9C5DD,640f6ef10c8f4c1edc67682a,0
215,640f6ef10c8f4c1edc676904,CARAVANA,2222,66DD24ACEDF7,640f6ef10c8f4c1edc67680b,0
216,640f6ef10c8f4c1edc67691c,CARAVANA,2222,A811A86C76D4,640f6ef10c8f4c1edc676817,0
217,640f6ef10c8f4c1edc676914,CARAVANA,2222,BD17D82B70CB,640f6ef10c8f4c1edc676812,0
218,640f6ef10c8f4c1edc67692e,CARAVANA,2222,FC34B1101CF7,640f6ef10c8f4c1edc67681d,0
219,640f6ef10c8f4c1edc676916,CARAVANA,2222,A9CC7B83EBFA,640f6ef10c8f4c1edc676823,0
220,640f6ef10c8f4c1edc67691e,CARAVANA,2222,2B55492ABBED,640f6ef10c8f4c1edc676815,0
221,640f6ef10c8f4c1edc676926,CARAVANA,2222,C8989CDF69E5,640f6ef10c8f4c1edc67681c,0
222,640f6ef10c8f4c1edc676938,CARAVANA,2222,D76E5057F0DA,640f6ef10c8f4c1edc676826,0
223,640f6ef10c8f4c1edc676918,CARAVANA,2222,69279EA97DC9,640f6ef10c8f4c1edc676813,0
224,640f6ef10c8f4c1edc676920,CARAVANA,2222,F14F400269CA,640f6ef10c8f4c1edc676828,0
225,640f6ef10c8f4c1edc676928,CARAVANA,2222,3E8BEC8D97E2,640f6ef10c8f4c1edc67681a,0
226,640f6ef10c8f4c1edc676942,CARAVANA,2222,ED0DA3F9B4F7,640f6ef10c8f4c1edc676839,0
227,640f6ef10c8f4c1edc676930,CARAVANA,2222,DE38BFF962CB,640f6ef10c8f4c1edc676821,0
228,640f6ef10c8f4c1edc676922,CARAVANA,2222,74E76521F1F1,640f6ef10c8f4c1edc676818,0
229,640f6ef10c8f4c1edc67692a,CARAVANA,2222,63318BEC51E9,640f6ef10c8f4c1edc67682d,0
230,640f6ef10c8f4c1edc676932,CARAVANA,2222,5BC7400DD0CB,640f6ef10c8f4c1edc67682f,0
231,640f6ef10c8f4c1edc67694c,CARAVANA,2222,195FD819ADE5,640f6ef10c8f4c1edc676830,0
232,640f6ef10c8f4c1edc67692c,CARAVANA,2222,5EED5E8240DD,640f6ef10c8f4c1edc67681f,0
