count,_id,auravant,virtualFenceGeoPoints,name,geoPoints,batchNumber,forage,specie,antiquity,quality,__v,hectares,color,lat,lng,auravant_name,auravant_auravantPlotId,auravant_auravantSettlId,latitud,longitud,id_geoPoint
20,63da54bc82d2435d0ec7c01c,,[],lote 2,"[{'_id': ObjectId('63da54bc82d2435d0ec7c01d'), 'lat': -32.98283093266114, 'lng': -68.77605026385932}, {'_id': ObjectId('63da54bc82d2435d0ec7c01e'), 'lat': -32.982744310413516, 'lng': -68.77597247979789}, {'_id': ObjectId('63da54bc82d2435d0ec7c01f'), 'lat': -32.98283205762483, 'lng': -68.7759201767221}]",1234,LEGUMINOSAS,Alfalfa con reposo intermedio,22,EXCELENTE,0.0,0.0,,,,,,,-32.98283093266114,-68.77605026385932,63da54bc82d2435d0ec7c01d
21,63dcf0c00f6d500d35462902,,[],lote 2,"[{'_id': ObjectId('63dcf0c00f6d500d354628f6'), 'lng': -68.7757696992919, 'lat': -32.9825615374846}, {'_id': ObjectId('63dcf0c00f6d500d354628f7'), 'lng': -68.7756733775791, 'lat': -32.9825756007763}, {'_id': ObjectId('63dcf0c00f6d500d354628f8'), 'lng': -68.7756552328078, 'lat': -32.9824820120137}, {'_id': ObjectId('63dcf0c00f6d500d354628f9'), 'lng': -68.7756369411116, 'lat': -32.9823955430185}, {'_id': ObjectId('63dcf0c00f6d500d354628fa'), 'lng': -68.7757357304448, 'lat': -32.9823802846508}, {'_id': ObjectId('63dcf0c00f6d500d354628fb'), 'lng': -68.7757696992919, 'lat': -32.9825615374846}]",,,,,,0.0,,#8db42f,,,,,,-32.9825615374846,-68.7757696992919,63dcf0c00f6d500d354628f6
22,63dcf0c00f6d500d354628fc,,[],lote1,"[{'_id': ObjectId('63dcf0c00f6d500d354628f1'), 'lng': -68.7758938514903, 'lat': -32.9825452123671}, {'_id': ObjectId('63dcf0c00f6d500d354628f2'), 'lng': -68.7757889112508, 'lat': -32.982561138781}, {'_id': ObjectId('63dcf0c00f6d500d354628f3'), 'lng': -68.7757580573554, 'lat': -32.9823770530963}, {'_id': ObjectId('63dcf0c00f6d500d354628f4'), 'lng': -68.7758615738204, 'lat': -32.9823613906767}, {'_id': ObjectId('63dcf0c00f6d500d354628f5'), 'lng': -68.7758938514903, 'lat': -32.9825452123671}]",,,,,,0.0,,#8db42f,,,,,,-32.9825452123671,-68.7758938514903,63dcf0c00f6d500d354628f1
23,63dcf0f00f6d500d3546294d,,[],lote 2,"[{'_id': ObjectId('63dcf0f00f6d500d35462941'), 'lng': -68.77576969929189, 'lat': -32.98256153748459}, {'_id': ObjectId('63dcf0f00f6d500d35462942'), 'lng': -68.77567337757914, 'lat': -32.98257560077626}, {'_id': ObjectId('63dcf0f00f6d500d35462943'), 'lng': -68.77565523280784, 'lat': -32.98248201201375}, {'_id': ObjectId('63dcf0f00f6d500d35462944'), 'lng': -68.7756369411116, 'lat': -32.98239554301849}, {'_id': ObjectId('63dcf0f00f6d500d35462945'), 'lng': -68.77573573044481, 'lat': -32.98238028465082}, {'_id': ObjectId('63dcf0f00f6d500d35462946'), 'lng': -68.77576969929189, 'lat': -32.98256153748459}]",,,,,,0.0,,#8db42f,,,,,,-32.98256153748459,-68.77576969929189,63dcf0f00f6d500d35462941
24,63dcf0f00f6d500d35462947,,[],lote1,"[{'_id': ObjectId('63dcf0f00f6d500d3546293c'), 'lng': -68.77589385149027, 'lat': -32.98254521236709}, {'_id': ObjectId('63dcf0f00f6d500d3546293d'), 'lng': -68.7757889112508, 'lat': -32.98256113878096}, {'_id': ObjectId('63dcf0f00f6d500d3546293e'), 'lng': -68.7757580573554, 'lat': -32.98237705309629}, {'_id': ObjectId('63dcf0f00f6d500d3546293f'), 'lng': -68.77586157382042, 'lat': -32.9823613906767}, {'_id': ObjectId('63dcf0f00f6d500d35462940'), 'lng': -68.77589385149027, 'lat': -32.98254521236709}]",,,,,,0.0,,#8db42f,,,,,,-32.98254521236709,-68.77589385149027,63dcf0f00f6d500d3546293c
25,63dcf15b79c71b1177ad7bff,,[],lote1,"[{'_id': ObjectId('63dcf15b79c71b1177ad7bf4'), 'lng': -68.7758938514903, 'lat': -32.9825452123671}, {'_id': ObjectId('63dcf15b79c71b1177ad7bf5'), 'lng': -68.7757889112508, 'lat': -32.982561138781}, {'_id': ObjectId('63dcf15b79c71b1177ad7bf6'), 'lng': -68.7757580573554, 'lat': -32.9823770530963}, {'_id': ObjectId('63dcf15b79c71b1177ad7bf7'), 'lng': -68.7758615738204, 'lat': -32.9823613906767}, {'_id': ObjectId('63dcf15b79c71b1177ad7bf8'), 'lng': -68.7758938514903, 'lat': -32.9825452123671}]",,,,,,0.0,,#8db42f,,,,,,-32.9825452123671,-68.7758938514903,63dcf15b79c71b1177ad7bf4
26,63dcf15b79c71b1177ad7c05,,[],lote 2,"[{'_id': ObjectId('63dcf15b79c71b1177ad7bf9'), 'lng': -68.7757696992919, 'lat': -32.9825615374846}, {'_id': ObjectId('63dcf15b79c71b1177ad7bfa'), 'lng': -68.7756733775791, 'lat': -32.9825756007763}, {'_id': ObjectId('63dcf15b79c71b1177ad7bfb'), 'lng': -68.7756552328078, 'lat': -32.9824820120137}, {'_id': ObjectId('63dcf15b79c71b1177ad7bfc'), 'lng': -68.7756369411116, 'lat': -32.9823955430185}, {'_id': ObjectId('63dcf15b79c71b1177ad7bfd'), 'lng': -68.7757357304448, 'lat': -32.9823802846508}, {'_id': ObjectId('63dcf15b79c71b1177ad7bfe'), 'lng': -68.7757696992919, 'lat': -32.9825615374846}]",,,,,,0.0,,#8db42f,,,,,,-32.9825615374846,-68.7757696992919,63dcf15b79c71b1177ad7bf9
27,63e2c6d007c9190030601045,,[],MEV1,"[{'_id': ObjectId('63e2c6d007c9190030601046'), 'lat': -33.128577539506594, 'lng': -64.34952020337975}, {'_id': ObjectId('63e2c6d007c9190030601047'), 'lat': -33.12880440600261, 'lng': -64.34913664749062}, {'_id': ObjectId('63e2c6d007c9190030601048'), 'lat': -33.128930193114094, 'lng': -64.34947728803552}]",,GRAMINEAS,Cebadilla,1,BUENO,0.0,0.07,#8db42f,,,,,,-33.128577539506594,-64.34952020337975,63e2c6d007c9190030601046
28,63e4f73507c91900306018e6,,[],Prueba,"[{'_id': ObjectId('63e4f73507c91900306018e7'), 'lat': -32.848689076537156, 'lng': -63.63217129296387}, {'_id': ObjectId('63e4f73507c91900306018e8'), 'lat': -32.85470979619781, 'lng': -63.633501668635255}, {'_id': ObjectId('63e4f73507c91900306018e9'), 'lat': -32.85470979619781, 'lng': -63.629253049555665}, {'_id': ObjectId('63e4f73507c91900306018ea'), 'lat': -32.85225829498449, 'lng': -63.62732185906494}, {'_id': ObjectId('63e4f73507c91900306018eb'), 'lat': -32.84915776997614, 'lng': -63.62710728234375}]",123,LEGUMINOSAS,Alfalfa con reposo intermedio,121,MUY BUENO,0.0,31.32,#dbdf00,,,,,,-32.848689076537156,-63.63217129296387,63e4f73507c91900306018e7
29,63eff7fbebcff60025f5d968,,[],Plano Loma Alta,"[{'_id': ObjectId('63eff7fbebcff60025f5d66a'), 'lng': -63.97364525048313, 'lat': -34.22173431260517}, {'_id': ObjectId('63eff7fbebcff60025f5d66b'), 'lng': -63.9737464180385, 'lat': -34.1864159669515}, {'_id': ObjectId('63eff7fbebcff60025f5d66c'), 'lng': -63.97489492246608, 'lat': -34.18669540012954}, {'_id': ObjectId('63eff7fbebcff60025f5d66d'), 'lng': -63.97667193844125, 'lat': -34.1883152240895}, {'_id': ObjectId('63eff7fbebcff60025f5d66e'), 'lng': -63.97796493485196, 'lat': -34.18952496158696}, {'_id': ObjectId('63eff7fbebcff60025f5d66f'), 'lng': -63.97869172959795, 'lat': -34.19033715706222}, {'_id': ObjectId('63eff7fbebcff60025f5d670'), 'lng': -63.97979523534766, 'lat': -34.19110559623751}, {'_id': ObjectId('63eff7fbebcff60025f5d671'), 'lng': -63.98109640005057, 'lat': -34.19213468762177}, {'_id': ObjectId('63eff7fbebcff60025f5d672'), 'lng': -63.98182792160353, 'lat': -34.19243803056443}, {'_id': ObjectId('63eff7fbebcff60025f5d673'), 'lng': -63.98278250404675, 'lat': -34.19243861943399}, {'_id': ObjectId('63eff7fbebcff60025f5d674'), 'lng': -63.98406536903426, 'lat': -34.19228806142454}, {'_id': ObjectId('63eff7fbebcff60025f5d675'), 'lng': -63.98510841733683, 'lat': -34.19206130020837}, {'_id': ObjectId('63eff7fbebcff60025f5d676'), 'lng': -63.98676764124395, 'lat': -34.19152993042168}, {'_id': ObjectId('63eff7fbebcff60025f5d677'), 'lng': -63.98791037966225, 'lat': -34.19118704934672}, {'_id': ObjectId('63eff7fbebcff60025f5d678'), 'lng': -63.98910216993459, 'lat': -34.19068965857218}, {'_id': ObjectId('63eff7fbebcff60025f5d679'), 'lng': -63.98982063869104, 'lat': -34.19045945097553}, {'_id': ObjectId('63eff7fbebcff60025f5d67a'), 'lng': -63.99044339025119, 'lat': -34.1901515839247}, {'_id': ObjectId('63eff7fbebcff60025f5d67b'), 'lng': -63.99232131071368, 'lat': -34.18898934449867}, {'_id': ObjectId('63eff7fbebcff60025f5d67c'), 'lng': -64.00191596083864, 'lat': -34.18208859710563}, {'_id': ObjectId('63eff7fbebcff60025f5d67d'), 'lng': -64.01314023030113, 'lat': -34.17423004436778}, {'_id': ObjectId('63eff7fbebcff60025f5d67e'), 'lng': -64.0315847329887, 'lat': -34.17480878168491}, {'_id': ObjectId('63eff7fbebcff60025f5d67f'), 'lng': -64.0315421318854, 'lat': -34.1724557464588}, {'_id': ObjectId('63eff7fbebcff60025f5d680'), 'lng': -64.04965695175395, 'lat': -34.17260414360982}, {'_id': ObjectId('63eff7fbebcff60025f5d681'), 'lng': -64.05020301137438, 'lat': -34.15600138863767}, {'_id': ObjectId('63eff7fbebcff60025f5d682'), 'lng': -64.08680938100022, 'lat': -34.15599563383065}, {'_id': ObjectId('63eff7fbebcff60025f5d683'), 'lng': -64.0862876917193, 'lat': -34.22318801064977}, {'_id': ObjectId('63eff7fbebcff60025f5d684'), 'lng': -63.97364525048313, 'lat': -34.22173431260517}]",,,,,,0.0,5825.63,#0000ff,,,,,,-34.22173431260517,-63.97364525048313,63eff7fbebcff60025f5d66a
30,63eff7fbebcff60025f5d984,,[],Plano La Verde,"[{'_id': ObjectId('63eff7fbebcff60025f5d685'), 'lng': -64.14906818865437, 'lat': -34.22376825011043}, {'_id': ObjectId('63eff7fbebcff60025f5d686'), 'lng': -64.15061806661922, 'lat': -34.24215791701114}, {'_id': ObjectId('63eff7fbebcff60025f5d687'), 'lng': -64.13745584406085, 'lat': -34.24221038409417}, {'_id': ObjectId('63eff7fbebcff60025f5d688'), 'lng': -64.13713027893769, 'lat': -34.23240523816248}, {'_id': ObjectId('63eff7fbebcff60025f5d689'), 'lng': -64.12969781383616, 'lat': -34.23229237812429}, {'_id': ObjectId('63eff7fbebcff60025f5d68a'), 'lng': -64.1212053216823, 'lat': -34.23217472909451}, {'_id': ObjectId('63eff7fbebcff60025f5d68b'), 'lng': -64.12120546089284, 'lat': -34.22972868535559}, {'_id': ObjectId('63eff7fbebcff60025f5d68c'), 'lng': -64.10063667807755, 'lat': -34.22973682282042}, {'_id': ObjectId('63eff7fbebcff60025f5d68d'), 'lng': -64.09997072150786, 'lat': -34.22973702405231}, {'_id': ObjectId('63eff7fbebcff60025f5d68e'), 'lng': -64.09961131340494, 'lat': -34.23041070950976}, {'_id': ObjectId('63eff7fbebcff60025f5d68f'), 'lng': -64.09650384407801, 'lat': -34.23035038969123}, {'_id': ObjectId('63eff7fbebcff60025f5d690'), 'lng': -64.09656794246204, 'lat': -34.22979925436147}, {'_id': ObjectId('63eff7fbebcff60025f5d691'), 'lng': -64.08642648184072, 'lat': -34.22967899649778}, {'_id': ObjectId('63eff7fbebcff60025f5d692'), 'lng': -64.08640986062508, 'lat': -34.22315232973696}, {'_id': ObjectId('63eff7fbebcff60025f5d693'), 'lng': -64.14906818865437, 'lat': -34.22376825011043}]",,,,,,0.0,611.68,#8db42f,,,,,,-34.22376825011043,-64.14906818865437,63eff7fbebcff60025f5d685
31,63eff7fbebcff60025f5d994,,[],LA25,"[{'_id': ObjectId('63eff7fbebcff60025f5d694'), 'lng': -64.08627757643262, 'lat': -34.22319122391549}, {'_id': ObjectId('63eff7fbebcff60025f5d695'), 'lng': -64.067906723711, 'lat': -34.22291641398571}, {'_id': ObjectId('63eff7fbebcff60025f5d696'), 'lng': -64.06788339892869, 'lat': -34.22156746663863}, {'_id': ObjectId('63eff7fbebcff60025f5d697'), 'lng': -64.06759971815623, 'lat': -34.22137193879051}, {'_id': ObjectId('63eff7fbebcff60025f5d698'), 'lng': -64.06767203126267, 'lat': -34.21454923069408}, {'_id': ObjectId('63eff7fbebcff60025f5d699'), 'lng': -64.0716203419624, 'lat': -34.21265347020334}, {'_id': ObjectId('63eff7fbebcff60025f5d69a'), 'lng': -64.07284969462698, 'lat': -34.21202802247131}, {'_id': ObjectId('63eff7fbebcff60025f5d69b'), 'lng': -64.07299153330055, 'lat': -34.2120280374068}, {'_id': ObjectId('63eff7fbebcff60025f5d69c'), 'lng': -64.07332251335622, 'lat': -34.21181302533575}, {'_id': ObjectId('63eff7fbebcff60025f5d69d'), 'lng': -64.07365348110024, 'lat': -34.21169575997109}, {'_id': ObjectId('63eff7fbebcff60025f5d69e'), 'lng': -64.07379533554469, 'lat': -34.21153937619833}, {'_id': ObjectId('63eff7fbebcff60025f5d69f'), 'lng': -64.07422085320859, 'lat': -34.21148076631442}, {'_id': ObjectId('63eff7fbebcff60025f5d6a0'), 'lng': -64.076324784805, 'lat': -34.21122678181936}, {'_id': ObjectId('63eff7fbebcff60025f5d6a1'), 'lng': -64.07753035653732, 'lat': -34.21163739355401}, {'_id': ObjectId('63eff7fbebcff60025f5d6a2'), 'lng': -64.0786413932615, 'lat': -34.2118720365064}, {'_id': ObjectId('63eff7fbebcff60025f5d6a3'), 'lng': -64.08031977373115, 'lat': -34.21241946875539}, {'_id': ObjectId('63eff7fbebcff60025f5d6a4'), 'lng': -64.08192716411773, 'lat': -34.21539096679626}, {'_id': ObjectId('63eff7fbebcff60025f5d6a5'), 'lng': -64.08247088671689, 'lat': -34.2160360883814}, {'_id': ObjectId('63eff7fbebcff60025f5d6a6'), 'lng': -64.08632466986369, 'lat': -34.22047377517534}, {'_id': ObjectId('63eff7fbebcff60025f5d6a7'), 'lng': -64.08627757643262, 'lat': -34.22319122391549}]",,,,,,0.0,176.8,#8db42f,,,,,,-34.22319122391549,-64.08627757643262,63eff7fbebcff60025f5d694
32,63eff7fbebcff60025f5d9a9,,[],LA24,"[{'_id': ObjectId('63eff7fbebcff60025f5d6a8'), 'lng': -64.08190357398759, 'lat': -34.21540812236795}, {'_id': ObjectId('63eff7fbebcff60025f5d6a9'), 'lng': -64.0803197330251, 'lat': -34.21243659512845}, {'_id': ObjectId('63eff7fbebcff60025f5d6aa'), 'lng': -64.07857044620435, 'lat': -34.21185005867643}, {'_id': ObjectId('63eff7fbebcff60025f5d6ab'), 'lng': -64.07745942089171, 'lat': -34.21165451459779}, {'_id': ObjectId('63eff7fbebcff60025f5d6ac'), 'lng': -64.07634842201817, 'lat': -34.2112634748017}, {'_id': ObjectId('63eff7fbebcff60025f5d6ad'), 'lng': -64.07374809958908, 'lat': -34.21153696580772}, {'_id': ObjectId('63eff7fbebcff60025f5d6ae'), 'lng': -64.07277882235138, 'lat': -34.21202560167109}, {'_id': ObjectId('63eff7fbebcff60025f5d6af'), 'lng': -64.06762470632631, 'lat': -34.21458601894513}, {'_id': ObjectId('63eff7fbebcff60025f5d6b0'), 'lng': -64.06772083979028, 'lat': -34.20649259632539}, {'_id': ObjectId('63eff7fbebcff60025f5d6b1'), 'lng': -64.06795727223286, 'lat': -34.20625803686637}, {'_id': ObjectId('63eff7fbebcff60025f5d6b2'), 'lng': -64.08644255822149, 'lat': -34.20623948871324}, {'_id': ObjectId('63eff7fbebcff60025f5d6b3'), 'lng': -64.08627738093999, 'lat': -34.22043467609231}, {'_id': ObjectId('63eff7fbebcff60025f5d6b4'), 'lng': -64.08190357398759, 'lat': -34.21540812236795}]",,,,,,0.0,144.78,#8db42f,,,,,,-34.21540812236795,-64.08190357398759,63eff7fbebcff60025f5d6a8
33,63eff7fbebcff60025f5d9b7,,[],LA26,"[{'_id': ObjectId('63eff7fbebcff60025f5d6b5'), 'lng': -64.04911028189548, 'lat': -34.22273253301731}, {'_id': ObjectId('63eff7fbebcff60025f5d6b6'), 'lng': -64.04930292638974, 'lat': -34.2145022736349}, {'_id': ObjectId('63eff7fbebcff60025f5d6b7'), 'lng': -64.06760074795353, 'lat': -34.21460383364875}, {'_id': ObjectId('63eff7fbebcff60025f5d6b8'), 'lng': -64.06759961439387, 'lat': -34.22035134391379}, {'_id': ObjectId('63eff7fbebcff60025f5d6b9'), 'lng': -64.06610985016732, 'lat': -34.22158272499276}, {'_id': ObjectId('63eff7fbebcff60025f5d6ba'), 'lng': -64.06608596458709, 'lat': -34.22295120496512}, {'_id': ObjectId('63eff7fbebcff60025f5d6bb'), 'lng': -64.04911028189548, 'lat': -34.22273253301731}]",,,,,,0.0,153.36,#8db42f,,,,,,-34.22273253301731,-64.04911028189548,63eff7fbebcff60025f5d6b5
34,63eff7fbebcff60025f5d9bf,,[],LA23,"[{'_id': ObjectId('63eff7fbebcff60025f5d6bc'), 'lng': -64.067624466347, 'lat': -34.21460391969738}, {'_id': ObjectId('63eff7fbebcff60025f5d6bd'), 'lng': -64.04927927253101, 'lat': -34.21454142782039}, {'_id': ObjectId('63eff7fbebcff60025f5d6be'), 'lng': -64.04949541747719, 'lat': -34.20635030080818}, {'_id': ObjectId('63eff7fbebcff60025f5d6bf'), 'lng': -64.04968460693082, 'lat': -34.20615486150729}, {'_id': ObjectId('63eff7fbebcff60025f5d6c0'), 'lng': -64.06729515027615, 'lat': -34.20627581772489}, {'_id': ObjectId('63eff7fbebcff60025f5d6c1'), 'lng': -64.06767332806484, 'lat': -34.20653000590475}, {'_id': ObjectId('63eff7fbebcff60025f5d6c2'), 'lng': -64.067624466347, 'lat': -34.21460391969738}]",,,,,,0.0,156.32,#8db42f,,,,,,-34.21460391969738,-64.067624466347,63eff7fbebcff60025f5d6bc
35,63eff7fbebcff60025f5d9c7,,[],LA27O,"[{'_id': ObjectId('63eff7fbebcff60025f5d6c3'), 'lng': -64.0491100963666, 'lat': -34.2227325228661}, {'_id': ObjectId('63eff7fbebcff60025f5d6c4'), 'lng': -64.04057510448276, 'lat': -34.22259286920675}, {'_id': ObjectId('63eff7fbebcff60025f5d6c5'), 'lng': -64.04079639181253, 'lat': -34.2061254322762}, {'_id': ObjectId('63eff7fbebcff60025f5d6c6'), 'lng': -64.04921145589843, 'lat': -34.20614762176041}, {'_id': ObjectId('63eff7fbebcff60025f5d6c7'), 'lng': -64.0494477338854, 'lat': -34.20640182500006}, {'_id': ObjectId('63eff7fbebcff60025f5d6c8'), 'lng': -64.0491100963666, 'lat': -34.2227325228661}]",,,,,,0.0,145.56,#8db42f,,,,,,-34.2227325228661,-64.0491100963666,63eff7fbebcff60025f5d6c3
36,63eff7fbebcff60025f5d9ce,,[],LA27E,"[{'_id': ObjectId('63eff7fbebcff60025f5d6c9'), 'lng': -64.0405514672326, 'lat': -34.22262204621348}, {'_id': ObjectId('63eff7fbebcff60025f5d6ca'), 'lng': -64.03116511241649, 'lat': -34.22242302473482}, {'_id': ObjectId('63eff7fbebcff60025f5d6cb'), 'lng': -64.03112802583517, 'lat': -34.20627793717032}, {'_id': ObjectId('63eff7fbebcff60025f5d6cc'), 'lng': -64.03148278816079, 'lat': -34.20602394986268}, {'_id': ObjectId('63eff7fbebcff60025f5d6cd'), 'lng': -64.0408200209893, 'lat': -34.20611315147827}, {'_id': ObjectId('63eff7fbebcff60025f5d6ce'), 'lng': -64.0405514672326, 'lat': -34.22262204621348}]",,,,,,0.0,160.83,#8db42f,,,,,,-34.22262204621348,-64.0405514672326,63eff7fbebcff60025f5d6c9
37,63eff7fbebcff60025f5d9d5,,[],LA28,"[{'_id': ObjectId('63eff7fbebcff60025f5d6cf'), 'lng': -64.03114159698079, 'lat': -34.22248079058726}, {'_id': ObjectId('63eff7fbebcff60025f5d6d0'), 'lng': -64.02227578202593, 'lat': -34.22230068565585}, {'_id': ObjectId('63eff7fbebcff60025f5d6d1'), 'lng': -64.02230447882954, 'lat': -34.21543010380024}, {'_id': ObjectId('63eff7fbebcff60025f5d6d2'), 'lng': -64.0220682932698, 'lat': -34.21513674855232}, {'_id': ObjectId('63eff7fbebcff60025f5d6d3'), 'lng': -64.02206851365221, 'lat': -34.21484351073128}, {'_id': ObjectId('63eff7fbebcff60025f5d6d4'), 'lng': -64.02209235936922, 'lat': -34.2145698346546}, {'_id': ObjectId('63eff7fbebcff60025f5d6d5'), 'lng': -64.0222107946507, 'lat': -34.21425710814081}, {'_id': ObjectId('63eff7fbebcff60025f5d6d6'), 'lng': -64.02230554464956, 'lat': -34.21400301785511}, {'_id': ObjectId('63eff7fbebcff60025f5d6d7'), 'lng': -64.02238233512082, 'lat': -34.20594887830198}, {'_id': ObjectId('63eff7fbebcff60025f5d6d8'), 'lng': -64.03067920450785, 'lat': -34.20601138952808}, {'_id': ObjectId('63eff7fbebcff60025f5d6d9'), 'lng': -64.03112815425786, 'lat': -34.20628527048152}, {'_id': ObjectId('63eff7fbebcff60025f5d6da'), 'lng': -64.03114159698079, 'lat': -34.22248079058726}]",,,,,,0.0,148.43,#8db42f,,,,,,-34.22248079058726,-64.03114159698079,63eff7fbebcff60025f5d6cf
38,63eff7fbebcff60025f5d9e2,,[],LA29,"[{'_id': ObjectId('63eff7fbebcff60025f5d6db'), 'lng': -64.02225195692925, 'lat': -34.22237951300512}, {'_id': ObjectId('63eff7fbebcff60025f5d6dc'), 'lng': -64.01274790129688, 'lat': -34.22219842515342}, {'_id': ObjectId('63eff7fbebcff60025f5d6dd'), 'lng': -64.01309223676758, 'lat': -34.20634435879098}, {'_id': ObjectId('63eff7fbebcff60025f5d6de'), 'lng': -64.01351804475587, 'lat': -34.20595361873139}, {'_id': ObjectId('63eff7fbebcff60025f5d6df'), 'lng': -64.02235861374578, 'lat': -34.20597790010202}, {'_id': ObjectId('63eff7fbebcff60025f5d6e0'), 'lng': -64.02225195692925, 'lat': -34.22237951300512}]",,,,,,0.0,156.86,#8db42f,,,,,,-34.22237951300512,-64.02225195692925,63eff7fbebcff60025f5d6db
39,63eff7fbebcff60025f5d9e9,,[],LA30,"[{'_id': ObjectId('63eff7fbebcff60025f5d6e1'), 'lng': -64.01274784445899, 'lat': -34.22227544263838}, {'_id': ObjectId('63eff7fbebcff60025f5d6e2'), 'lng': -64.00043031064541, 'lat': -34.22201348565755}, {'_id': ObjectId('63eff7fbebcff60025f5d6e3'), 'lng': -64.00055861944705, 'lat': -34.2118755526994}, {'_id': ObjectId('63eff7fbebcff60025f5d6e4'), 'lng': -64.00053538742715, 'lat': -34.2114650118269}, {'_id': ObjectId('63eff7fbebcff60025f5d6e5'), 'lng': -64.00063031281, 'lat': -34.21109364882059}, {'_id': ObjectId('63eff7fbebcff60025f5d6e6'), 'lng': -64.00077239944116, 'lat': -34.21083961071469}, {'_id': ObjectId('63eff7fbebcff60025f5d6e7'), 'lng': -64.00096155142572, 'lat': -34.21080064139099}, {'_id': ObjectId('63eff7fbebcff60025f5d6e8'), 'lng': -64.00122177393854, 'lat': -34.21060532943395}, {'_id': ObjectId('63eff7fbebcff60025f5d6e9'), 'lng': -64.00122198470541, 'lat': -34.21039029258958}, {'_id': ObjectId('63eff7fbebcff60025f5d6ea'), 'lng': -64.00124581513023, 'lat': -34.21019482039673}, {'_id': ObjectId('63eff7fbebcff60025f5d6eb'), 'lng': -64.0010095211277, 'lat': -34.21009691594526}, {'_id': ObjectId('63eff7fbebcff60025f5d6ec'), 'lng': -64.00084404810325, 'lat': -34.21009680343053}, {'_id': ObjectId('63eff7fbebcff60025f5d6ed'), 'lng': -64.00063131597979, 'lat': -34.21007710952964}, {'_id': ObjectId('63eff7fbebcff60025f5d6ee'), 'lng': -64.00058421110515, 'lat': -34.20990113731017}, {'_id': ObjectId('63eff7fbebcff60025f5d6ef'), 'lng': -64.00096618119505, 'lat': -34.2060501995595}, {'_id': ObjectId('63eff7fbebcff60025f5d6f0'), 'lng': -64.00115543741364, 'lat': -34.2058939321404}, {'_id': ObjectId('63eff7fbebcff60025f5d6f1'), 'lng': -64.01250166647502, 'lat': -34.20599871870436}, {'_id': ObjectId('63eff7fbebcff60025f5d6f2'), 'lng': -64.0130922634803, 'lat': -34.20638660806775}, {'_id': ObjectId('63eff7fbebcff60025f5d6f3'), 'lng': -64.01274784445899, 'lat': -34.22227544263838}]",,,,,,0.0,204.41,#8db42f,,,,,,-34.22227544263838,-64.01274784445899,63eff7fbebcff60025f5d6e1
40,63eff7fbebcff60025f5d9fd,,[],LA31,"[{'_id': ObjectId('63eff7fbebcff60025f5d6f4'), 'lng': -64.0009405228744, 'lat': -34.20606614649695}, {'_id': ObjectId('63eff7fbebcff60025f5d6f5'), 'lng': -64.00058206594457, 'lat': -34.20985852690319}, {'_id': ObjectId('63eff7fbebcff60025f5d6f6'), 'lng': -63.99890364081098, 'lat': -34.20981828628659}, {'_id': ObjectId('63eff7fbebcff60025f5d6f7'), 'lng': -63.99866721678925, 'lat': -34.20983767305751}, {'_id': ObjectId('63eff7fbebcff60025f5d6f8'), 'lng': -63.99667729456069, 'lat': -34.21390247312807}, {'_id': ObjectId('63eff7fbebcff60025f5d6f9'), 'lng': -63.97377209441896, 'lat': -34.21327812475421}, {'_id': ObjectId('63eff7fbebcff60025f5d6fa'), 'lng': -63.97371128783097, 'lat': -34.20547776677306}, {'_id': ObjectId('63eff7fbebcff60025f5d6fb'), 'lng': -63.99985587552968, 'lat': -34.20565484286961}, {'_id': ObjectId('63eff7fbebcff60025f5d6fc'), 'lng': -63.99992679631213, 'lat': -34.20565488884002}, {'_id': ObjectId('63eff7fbebcff60025f5d6fd'), 'lng': -64.00016317916574, 'lat': -34.20567459183135}, {'_id': ObjectId('63eff7fbebcff60025f5d6fe'), 'lng': -64.00037588178618, 'lat': -34.20573337943136}, {'_id': ObjectId('63eff7fbebcff60025f5d6ff'), 'lng': -64.000612205837, 'lat': -34.20581173200229}, {'_id': ObjectId('63eff7fbebcff60025f5d700'), 'lng': -64.00077752752196, 'lat': -34.20596823954917}, {'_id': ObjectId('63eff7fbebcff60025f5d701'), 'lng': -64.0009405228744, 'lat': -34.20606614649695}]",,,,,,0.0,210.46,#8db42f,,,,,,-34.20606614649695,-64.0009405228744,63eff7fbebcff60025f5d6f4
