,_id,settlementId,ITH,createdAt,updatedAt,__v
19,62d0e6417416e00025dba955,620e6e5e60543d0026a01f0e,49.0,2022-07-15 04:00:01.775,2022-07-15 04:00:01.775,0
20,62d11e827416e00025dba965,620e6e5e60543d0026a01f0e,50.0,2022-07-15 08:00:02.260,2022-07-15 08:00:02.260,0
21,62d12c917416e00025dba969,620e6e5e60543d0026a01f0e,49.0,2022-07-15 09:00:01.212,2022-07-15 09:00:01.212,0
22,62d156c07416e00025dba9dc,620e6e5e60543d0026a01f0e,44.0,2022-07-15 12:00:00.831,2022-07-15 12:00:00.831,0
23,62d172e27416e00025dbaf5e,620e6e5e60543d0026a01f0e,49.0,2022-07-15 14:00:02.045,2022-07-15 14:00:02.045,0
24,62d180f17416e00025dbafce,620e6e5e60543d0026a01f0e,52.0,2022-07-15 15:00:01.237,2022-07-15 15:00:01.237,0
25,62d19d117416e00025dbb06d,620e6e5e60543d0026a01f0e,54.0,2022-07-15 17:00:01.269,2022-07-15 17:00:01.269,0
26,62d1e361796b1400267cdfa8,620e6e5e60543d0026a01f0e,50.0,2022-07-15 22:00:01.134,2022-07-15 22:00:01.134,0
27,62d1f170796b1400267cdfac,620e6e5e60543d0026a01f0e,50.0,2022-07-15 23:00:00.760,2022-07-15 23:00:00.760,0
28,62d21ba1796b1400267cdfd0,620e6e5e60543d0026a01f0e,47.0,2022-07-16 02:00:01.468,2022-07-16 02:00:01.468,0
29,62d253e1796b1400267cdfe0,620e6e5e60543d0026a01f0e,47.0,2022-07-16 06:00:01.574,2022-07-16 06:00:01.574,0
30,62d2b651796b1400267cdffc,620e6e5e60543d0026a01f0e,43.0,2022-07-16 13:00:01.891,2022-07-16 13:00:01.891,0
31,62d30ab0796b1400267ce014,620e6e5e60543d0026a01f0e,50.0,2022-07-16 19:00:00.858,2022-07-16 19:00:00.858,0
32,62d36d21796b1400267ce07b,620e6e5e60543d0026a01f0e,40.0,2022-07-17 02:00:01.389,2022-07-17 02:00:01.389,0
33,62d37b30796b1400267ce07f,620e6e5e60543d0026a01f0e,40.0,2022-07-17 03:00:00.858,2022-07-17 03:00:00.858,0
34,62d3b371796b1400267ce08f,620e6e5e60543d0026a01f0e,40.0,2022-07-17 07:00:01.203,2022-07-17 07:00:01.203,0
35,62d44e20796b1400267ce0bb,620e6e5e60543d0026a01f0e,60.0,2022-07-17 18:00:00.751,2022-07-17 18:00:00.751,0
36,62d46a41796b1400267ce0ef,620e6e5e60543d0026a01f0e,60.0,2022-07-17 20:00:01.581,2022-07-17 20:00:01.581,0
37,62d4a281796b1400267ce10b,620e6e5e60543d0026a01f0e,54.0,2022-07-18 00:00:01.464,2022-07-18 00:00:01.464,0
38,62d4dac1796b1400267ce160,620e6e5e60543d0026a01f0e,49.0,2022-07-18 04:00:01.202,2022-07-18 04:00:01.202,0
39,62d53d31471ee700248b1ec9,620e6e5e60543d0026a01f0e,43.0,2022-07-18 11:00:01.971,2022-07-18 11:00:01.971,0
40,62d56761471ee700248b1fc2,620e6e5e60543d0026a01f0e,54.0,2022-07-18 14:00:01.332,2022-07-18 14:00:01.332,0
41,62d583804f269e0025dc4151,620e6e5e60543d0026a01f0e,58.0,2022-07-18 16:00:00.855,2022-07-18 16:00:00.855,0
42,62d5d7e17543040024986ec9,620e6e5e60543d0026a01f0e,54.0,2022-07-18 22:00:01.364,2022-07-18 22:00:01.364,0
43,62d5e5f175430400249880d5,620e6e5e60543d0026a01f0e,52.0,2022-07-18 23:00:01.323,2022-07-18 23:00:01.323,0
44,62d6021175430400249889c7,620e6e5e60543d0026a01f0e,50.0,2022-07-19 01:00:01.708,2022-07-19 01:00:01.708,0
45,62d610217543040024988aca,620e6e5e60543d0026a01f0e,49.0,2022-07-19 02:00:01.526,2022-07-19 02:00:01.526,0
46,62d6d501e9dcfb002534d165,620e6e5e60543d0026a01f0e,60.0,2022-07-19 16:00:01.508,2022-07-19 16:00:01.508,0
47,62d6f121e9dcfb002534dac2,620e6e5e60543d0026a01f0e,62.0,2022-07-19 18:00:01.758,2022-07-19 18:00:01.758,0
48,62d71b50e9dcfb0025351ef9,620e6e5e60543d0026a01f0e,60.0,2022-07-19 21:00:00.993,2022-07-19 21:00:00.993,0
49,62d74580e9dcfb0025352b4f,620e6e5e60543d0026a01f0e,52.0,2022-07-20 00:00:00.835,2022-07-20 00:00:00.835,0
50,62d7fc51e9dcfb0025354ba4,620e6e5e60543d0026a01f0e,52.0,2022-07-20 13:00:01.778,2022-07-20 13:00:01.778,0
51,62d818702ecf900025f7402e,620e6e5e60543d0026a01f0e,61.0,2022-07-20 15:00:00.900,2022-07-20 15:00:00.900,0
52,62d8f9710db720002525b42f,620e6e5e60543d0026a01f0e,53.0,2022-07-21 07:00:01.476,2022-07-21 07:00:01.476,0
53,62d923a10db720002525b717,620e6e5e60543d0026a01f0e,51.0,2022-07-21 10:00:01.804,2022-07-21 10:00:01.804,0
54,62d93fc1ee88fc00254a187b,620e6e5e60543d0026a01f0e,51.0,2022-07-21 12:00:01.061,2022-07-21 12:00:01.061,0
55,62d9f69134faad0026079a90,620e6e5e60543d0026a01f0e,54.0,2022-07-22 01:00:01.961,2022-07-22 01:00:01.961,0
56,62da12b134faad0026079bb8,620e6e5e60543d0026a01f0e,53.0,2022-07-22 03:00:01.703,2022-07-22 03:00:01.703,0
57,62da20c134faad0026079c16,620e6e5e60543d0026a01f0e,52.0,2022-07-22 04:00:01.098,2022-07-22 04:00:01.098,0
58,62da671134faad0026079e80,620e6e5e60543d0026a01f0e,51.0,2022-07-22 09:00:01.621,2022-07-22 09:00:01.621,0
59,62da914134faad002607a300,620e6e5e60543d0026a01f0e,54.0,2022-07-22 12:00:01.476,2022-07-22 12:00:01.476,0
60,62daf3b0c9eba200254c8c71,620e6e5e60543d0026a01f0e,68.0,2022-07-22 19:00:00.861,2022-07-22 19:00:00.861,0
61,62db0fd097b1dc0025d0e517,620e6e5e60543d0026a01f0e,66.0,2022-07-22 21:00:00.819,2022-07-22 21:00:00.819,0
62,62db562097b1dc0025d0fbc6,620e6e5e60543d0026a01f0e,58.0,2022-07-23 02:00:00.735,2022-07-23 02:00:00.735,0
63,62db805197b1dc0025d0fefb,620e6e5e60543d0026a01f0e,57.0,2022-07-23 05:00:01.047,2022-07-23 05:00:01.047,0
64,62db8e6197b1dc0025d0feff,620e6e5e60543d0026a01f0e,56.0,2022-07-23 06:00:01.583,2022-07-23 06:00:01.583,0
65,62dbaa8197b1dc0025d100bd,620e6e5e60543d0026a01f0e,55.0,2022-07-23 08:00:01.430,2022-07-23 08:00:01.430,0
66,62cea5b1d74a6600250362ca,620e6e5e60543d0026a01f0e,45.0,2022-07-13 11:00:01.246,2022-07-13 11:00:01.246,0
67,62ceb3c1d74a6600250363b9,620e6e5e60543d0026a01f0e,47.0,2022-07-13 12:00:01.252,2022-07-13 12:00:01.252,0
68,62cecfe1d74a660025036602,620e6e5e60543d0026a01f0e,55.0,2022-07-13 14:00:01.889,2022-07-13 14:00:01.889,0
69,62ceec0142eaeb002598204e,620e6e5e60543d0026a01f0e,61.0,2022-07-13 16:00:01.354,2022-07-13 16:00:01.354,0
70,62cf2441dd8a920025562b26,620e6e5e60543d0026a01f0e,62.0,2022-07-13 20:00:01.577,2022-07-13 20:00:01.577,0
71,62cf4e71792f9000254e42de,620e6e5e60543d0026a01f0e,56.0,2022-07-13 23:00:01.549,2022-07-13 23:00:01.549,0
72,62cf86b1792f9000254e42fa,620e6e5e60543d0026a01f0e,52.0,2022-07-14 03:00:01.215,2022-07-14 03:00:01.215,0
73,62cf94c0792f9000254e42fe,620e6e5e60543d0026a01f0e,50.0,2022-07-14 04:00:00.842,2022-07-14 04:00:00.842,0
74,62cfdb11792f9000254e4312,620e6e5e60543d0026a01f0e,43.0,2022-07-14 09:00:01.451,2022-07-14 09:00:01.451,0
75,62d00541792f9000254e431e,620e6e5e60543d0026a01f0e,45.0,2022-07-14 12:00:01.043,2022-07-14 12:00:01.043,0
76,62d01351792f9000254e4358,620e6e5e60543d0026a01f0e,50.0,2022-07-14 13:00:01.135,2022-07-14 13:00:01.135,0
77,62d02162792f9000254e4371,620e6e5e60543d0026a01f0e,55.0,2022-07-14 14:00:02.236,2022-07-14 14:00:02.236,0
78,62d02f70792f9000254e43eb,620e6e5e60543d0026a01f0e,59.0,2022-07-14 15:00:00.934,2022-07-14 15:00:00.934,0
79,62d04b91792f9000254e4546,620e6e5e60543d0026a01f0e,63.0,2022-07-14 17:00:01.237,2022-07-14 17:00:01.237,0
80,62d059a02b36e200257da426,620e6e5e60543d0026a01f0e,64.0,2022-07-14 18:00:00.952,2022-07-14 18:00:00.952,0
81,62d09ff07416e00025dba931,620e6e5e60543d0026a01f0e,54.0,2022-07-14 23:00:00.848,2022-07-14 23:00:00.848,0
82,62d0d8317416e00025dba951,620e6e5e60543d0026a01f0e,50.0,2022-07-15 03:00:01.148,2022-07-15 03:00:01.148,0
83,62d0f4517416e00025dba959,620e6e5e60543d0026a01f0e,50.0,2022-07-15 05:00:01.194,2022-07-15 05:00:01.194,0
84,62d110717416e00025dba961,620e6e5e60543d0026a01f0e,51.0,2022-07-15 07:00:01.119,2022-07-15 07:00:01.119,0
85,62d13aa07416e00025dba96d,620e6e5e60543d0026a01f0e,48.0,2022-07-15 10:00:00.713,2022-07-15 10:00:00.713,0
86,62d18f027416e00025dbafea,620e6e5e60543d0026a01f0e,54.0,2022-07-15 16:00:02.031,2022-07-15 16:00:02.031,0
87,62d1d551796b1400267cdfa4,620e6e5e60543d0026a01f0e,50.0,2022-07-15 21:00:01.388,2022-07-15 21:00:01.388,0
88,62d261f1796b1400267cdfe4,620e6e5e60543d0026a01f0e,46.0,2022-07-16 07:00:01.099,2022-07-16 07:00:01.099,0
89,62d27001796b1400267cdfe8,620e6e5e60543d0026a01f0e,47.0,2022-07-16 08:00:01.929,2022-07-16 08:00:01.929,0
90,62d27e11796b1400267cdfec,620e6e5e60543d0026a01f0e,46.0,2022-07-16 09:00:01.142,2022-07-16 09:00:01.142,0
91,62d28c20796b1400267cdff0,620e6e5e60543d0026a01f0e,46.0,2022-07-16 10:00:00.776,2022-07-16 10:00:00.776,0
92,62d2e081796b1400267ce008,620e6e5e60543d0026a01f0e,41.0,2022-07-16 16:00:01.441,2022-07-16 16:00:01.441,0
93,62d2ee90796b1400267ce00c,620e6e5e60543d0026a01f0e,42.0,2022-07-16 17:00:00.749,2022-07-16 17:00:00.749,0
94,62d318c1796b1400267ce018,620e6e5e60543d0026a01f0e,52.0,2022-07-16 20:00:01.251,2022-07-16 20:00:01.251,0
95,62d334e2796b1400267ce020,620e6e5e60543d0026a01f0e,46.0,2022-07-16 22:00:02.074,2022-07-16 22:00:02.074,0
96,62d342f1796b1400267ce063,620e6e5e60543d0026a01f0e,43.0,2022-07-16 23:00:01.119,2022-07-16 23:00:01.119,0
97,62d38941796b1400267ce083,620e6e5e60543d0026a01f0e,40.0,2022-07-17 04:00:01.385,2022-07-17 04:00:01.385,0
98,62d39751796b1400267ce087,620e6e5e60543d0026a01f0e,40.0,2022-07-17 05:00:01.627,2022-07-17 05:00:01.627,0
99,62d3c181796b1400267ce093,620e6e5e60543d0026a01f0e,39.0,2022-07-17 08:00:01.776,2022-07-17 08:00:01.776,0
100,62d3ebb0796b1400267ce09f,620e6e5e60543d0026a01f0e,37.0,2022-07-17 11:00:00.973,2022-07-17 11:00:00.973,0
101,62d3f9c1796b1400267ce0a3,620e6e5e60543d0026a01f0e,39.0,2022-07-17 12:00:01.525,2022-07-17 12:00:01.525,0
102,62d423f1796b1400267ce0af,620e6e5e60543d0026a01f0e,54.0,2022-07-17 15:00:01.666,2022-07-17 15:00:01.666,0
103,62d4b090796b1400267ce10f,620e6e5e60543d0026a01f0e,53.0,2022-07-18 01:00:00.794,2022-07-18 01:00:00.794,0
104,62d55950471ee700248b1f0c,620e6e5e60543d0026a01f0e,50.0,2022-07-18 13:00:00.901,2022-07-18 13:00:00.901,0
105,62d57570471ee700248b1fff,620e6e5e60543d0026a01f0e,57.0,2022-07-18 15:00:00.992,2022-07-18 15:00:00.992,0
106,62d5c9d17543040024986d62,620e6e5e60543d0026a01f0e,57.0,2022-07-18 21:00:01.238,2022-07-18 21:00:01.238,0
107,62d61e317543040024988c03,620e6e5e60543d0026a01f0e,48.0,2022-07-19 03:00:01.351,2022-07-19 03:00:01.351,0
108,62d648617543040024988d81,620e6e5e60543d0026a01f0e,47.0,2022-07-19 06:00:01.094,2022-07-19 06:00:01.094,0
109,62d672907543040024988ef3,620e6e5e60543d0026a01f0e,45.0,2022-07-19 09:00:00.807,2022-07-19 09:00:00.807,0
110,62d68eb07543040024988fa9,620e6e5e60543d0026a01f0e,44.0,2022-07-19 11:00:00.896,2022-07-19 11:00:00.896,0
111,62d70d41e9dcfb0025351e2d,620e6e5e60543d0026a01f0e,62.0,2022-07-19 20:00:01.455,2022-07-19 20:00:01.455,0
112,62d72961e9dcfb00253524e4,620e6e5e60543d0026a01f0e,56.0,2022-07-19 22:00:01.674,2022-07-19 22:00:01.674,0
113,62d761a1e9dcfb0025352c21,620e6e5e60543d0026a01f0e,50.0,2022-07-20 02:00:01.142,2022-07-20 02:00:01.142,0
114,62d76fb1e9dcfb0025352c6b,620e6e5e60543d0026a01f0e,49.0,2022-07-20 03:00:01.758,2022-07-20 03:00:01.758,0
115,62d77dc1e9dcfb0025352cb9,620e6e5e60543d0026a01f0e,48.0,2022-07-20 04:00:01.153,2022-07-20 04:00:01.153,0
116,62d799e1e9dcfb0025352d73,620e6e5e60543d0026a01f0e,47.0,2022-07-20 06:00:01.292,2022-07-20 06:00:01.292,0
117,62d7b601e9dcfb0025352e85,620e6e5e60543d0026a01f0e,46.0,2022-07-20 08:00:01.231,2022-07-20 08:00:01.231,0
118,62d80a602ecf900025f72387,620e6e5e60543d0026a01f0e,57.0,2022-07-20 14:00:00.953,2022-07-20 14:00:00.953,0
119,62d834912ecf900025f786eb,620e6e5e60543d0026a01f0e,65.0,2022-07-20 17:00:01.267,2022-07-20 17:00:01.267,0
120,62d842a12ecf900025f795d4,620e6e5e60543d0026a01f0e,67.0,2022-07-20 18:00:01.893,2022-07-20 18:00:01.893,0
121,62d86cd10db720002525ab5f,620e6e5e60543d0026a01f0e,64.0,2022-07-20 21:00:01.550,2022-07-20 21:00:01.550,0
122,62d888f00db720002525ae07,620e6e5e60543d0026a01f0e,59.0,2022-07-20 23:00:00.954,2022-07-20 23:00:00.954,0
123,62d8b3210db720002525b129,620e6e5e60543d0026a01f0e,56.0,2022-07-21 02:00:01.481,2022-07-21 02:00:01.481,0
124,62d915910db720002525b6b3,620e6e5e60543d0026a01f0e,52.0,2022-07-21 09:00:01.115,2022-07-21 09:00:01.115,0
125,62d94dd11a97ef0025716e7e,620e6e5e60543d0026a01f0e,54.0,2022-07-21 13:00:01.230,2022-07-21 13:00:01.230,0
126,62d969f0a30a66002645a300,620e6e5e60543d0026a01f0e,58.0,2022-07-21 15:00:00.869,2022-07-21 15:00:00.869,0
127,62d97801a30a66002645b133,620e6e5e60543d0026a01f0e,61.0,2022-07-21 16:00:01.097,2022-07-21 16:00:01.097,0
128,62daad61e95cd50025ece720,620e6e5e60543d0026a01f0e,61.0,2022-07-22 14:00:01.449,2022-07-22 14:00:01.449,0
129,62dad790e95cd50025ed0397,620e6e5e60543d0026a01f0e,66.0,2022-07-22 17:00:00.861,2022-07-22 17:00:00.861,0
130,62db1de197b1dc0025d0e6f6,620e6e5e60543d0026a01f0e,63.0,2022-07-22 22:00:01.300,2022-07-22 22:00:01.300,0
131,62dbf0d097b1dc0025d100d1,620e6e5e60543d0026a01f0e,62.0,2022-07-23 13:00:00.885,2022-07-23 13:00:00.885,0
132,62db724197b1dc0025d0fef7,620e6e5e60543d0026a01f0e,57.0,2022-07-23 04:00:01.343,2022-07-23 04:00:01.343,0
133,62dc6f6197b1dc0025d11a04,620e6e5e60543d0026a01f0e,67.0,2022-07-23 22:00:01.473,2022-07-23 22:00:01.473,0
134,62db9c7097b1dc0025d100b9,620e6e5e60543d0026a01f0e,55.0,2022-07-23 07:00:00.882,2022-07-23 07:00:00.882,0
135,62dc999197b1dc0025d1218c,620e6e5e60543d0026a01f0e,64.0,2022-07-24 01:00:01.554,2022-07-24 01:00:01.554,0
136,62dbb89197b1dc0025d100c1,620e6e5e60543d0026a01f0e,55.0,2022-07-23 09:00:01.126,2022-07-23 09:00:01.126,0
137,62dcd1d197b1dc0025d1219c,620e6e5e60543d0026a01f0e,61.0,2022-07-24 05:00:01.189,2022-07-24 05:00:01.189,0
138,62dbd4b197b1dc0025d100c9,620e6e5e60543d0026a01f0e,58.0,2022-07-23 11:00:01.520,2022-07-23 11:00:01.520,0
139,62dcdfe097b1dc0025d121a0,620e6e5e60543d0026a01f0e,60.0,2022-07-24 06:00:00.829,2022-07-24 06:00:00.829,0
140,62dbe2c197b1dc0025d100cd,620e6e5e60543d0026a01f0e,57.0,2022-07-23 12:00:01.354,2022-07-23 12:00:01.354,0
141,62dcfc0197b1dc0025d121a8,620e6e5e60543d0026a01f0e,59.0,2022-07-24 08:00:01.190,2022-07-24 08:00:01.190,0
142,62dc372197b1dc0025d11660,620e6e5e60543d0026a01f0e,73.0,2022-07-23 18:00:01.479,2022-07-23 18:00:01.479,0
143,62dd0a1097b1dc0025d121ac,620e6e5e60543d0026a01f0e,59.0,2022-07-24 09:00:00.787,2022-07-24 09:00:00.787,0
144,62dc534197b1dc0025d11720,620e6e5e60543d0026a01f0e,73.0,2022-07-23 20:00:01.495,2022-07-23 20:00:01.495,0
145,62dd182197b1dc0025d121b0,620e6e5e60543d0026a01f0e,59.0,2022-07-24 10:00:01.632,2022-07-24 10:00:01.632,0
146,62dcb5b097b1dc0025d12194,620e6e5e60543d0026a01f0e,62.0,2022-07-24 03:00:00.984,2022-07-24 03:00:00.984,0
147,62dd42513c3f510026f230b0,620e6e5e60543d0026a01f0e,64.0,2022-07-24 13:00:01.563,2022-07-24 13:00:01.563,0
148,62dcc3c197b1dc0025d12198,620e6e5e60543d0026a01f0e,62.0,2022-07-24 04:00:01.527,2022-07-24 04:00:01.527,0
149,62dd50613c3f510026f230b4,620e6e5e60543d0026a01f0e,66.0,2022-07-24 14:00:01.358,2022-07-24 14:00:01.358,0
150,62dd88a13c3f510026f23283,620e6e5e60543d0026a01f0e,68.0,2022-07-24 18:00:01.137,2022-07-24 18:00:01.137,0
151,62dd263197b1dc0025d121b4,620e6e5e60543d0026a01f0e,59.0,2022-07-24 11:00:01.122,2022-07-24 11:00:01.122,0
152,62dd5e703c3f510026f230b8,620e6e5e60543d0026a01f0e,67.0,2022-07-24 15:00:00.815,2022-07-24 15:00:00.815,0
153,62ddb2d13c3f510026f2328f,620e6e5e60543d0026a01f0e,70.0,2022-07-24 21:00:01.113,2022-07-24 21:00:01.113,0
154,62dd6c813c3f510026f2319d,620e6e5e60543d0026a01f0e,67.0,2022-07-24 16:00:01.084,2022-07-24 16:00:01.084,0
155,62ddf9213c3f510026f23454,620e6e5e60543d0026a01f0e,65.0,2022-07-25 02:00:01.362,2022-07-25 02:00:01.362,0
156,62dd7a913c3f510026f23235,620e6e5e60543d0026a01f0e,68.0,2022-07-24 17:00:01.465,2022-07-24 17:00:01.465,0
157,62de07303c3f510026f23571,620e6e5e60543d0026a01f0e,64.0,2022-07-25 03:00:00.994,2022-07-25 03:00:00.994,0
158,62dda4c13c3f510026f2328b,620e6e5e60543d0026a01f0e,71.0,2022-07-24 20:00:01.627,2022-07-24 20:00:01.627,0
159,62de4d813c3f510026f25149,620e6e5e60543d0026a01f0e,61.0,2022-07-25 08:00:01.458,2022-07-25 08:00:01.458,0
160,62ddc0e03c3f510026f2332e,620e6e5e60543d0026a01f0e,66.0,2022-07-24 22:00:00.776,2022-07-24 22:00:00.776,0
161,62decc12f7e3e10026e84e71,620e6e5e60543d0026a01f0e,63.0,2022-07-25 17:00:02.100,2022-07-25 17:00:02.100,0
162,62df3c9190b7880028249af1,620e6e5e60543d0026a01f0e,64.0,2022-07-26 01:00:01.067,2022-07-26 01:00:01.067,0
163,62ddcef13c3f510026f2343c,620e6e5e60543d0026a01f0e,65.0,2022-07-24 23:00:01.280,2022-07-24 23:00:01.280,0
164,62df58b090b7880028249c01,620e6e5e60543d0026a01f0e,63.0,2022-07-26 03:00:00.841,2022-07-26 03:00:00.841,0
165,62dea1e18ab526002534b514,620e6e5e60543d0026a01f0e,61.0,2022-07-25 14:00:01.621,2022-07-25 14:00:01.621,0
166,62debe01f7e3e10026e84c85,620e6e5e60543d0026a01f0e,62.0,2022-07-25 16:00:01.094,2022-07-25 16:00:01.094,0
167,62df82e190b7880028249dbb,620e6e5e60543d0026a01f0e,61.0,2022-07-26 06:00:01.420,2022-07-26 06:00:01.420,0
168,62dfd74190b788002824a399,620e6e5e60543d0026a01f0e,61.0,2022-07-26 12:00:01.209,2022-07-26 12:00:01.209,0
169,62decc1171384b0025af1a38,620e6e5e60543d0026a01f0e,63.0,2022-07-25 17:00:01.500,2022-07-25 17:00:01.500,0
170,62e02ba14a1efd0025706368,620e6e5e60543d0026a01f0e,71.0,2022-07-26 18:00:01.606,2022-07-26 18:00:01.606,0
171,62deda2190b788002824910d,620e6e5e60543d0026a01f0e,63.0,2022-07-25 18:00:01.126,2022-07-25 18:00:01.126,0
172,62e039b04a1efd002570648e,620e6e5e60543d0026a01f0e,72.0,2022-07-26 19:00:00.872,2022-07-26 19:00:00.872,0
173,62e055d04a1efd0025706792,620e6e5e60543d0026a01f0e,70.0,2022-07-26 21:00:00.949,2022-07-26 21:00:00.949,0
174,62dee83190b7880028249312,620e6e5e60543d0026a01f0e,64.0,2022-07-25 19:00:01.236,2022-07-25 19:00:01.236,0
175,62e080004a1efd0025706ceb,620e6e5e60543d0026a01f0e,67.0,2022-07-27 00:00:00.976,2022-07-27 00:00:00.976,0
176,62df4aa190b7880028249b73,620e6e5e60543d0026a01f0e,63.0,2022-07-26 02:00:01.419,2022-07-26 02:00:01.419,0
177,62df9f0190b7880028249ef5,620e6e5e60543d0026a01f0e,60.0,2022-07-26 08:00:01.327,2022-07-26 08:00:01.327,0
178,62e09c204a1efd0025706f73,620e6e5e60543d0026a01f0e,65.0,2022-07-27 02:00:00.983,2022-07-27 02:00:00.983,0
179,62e0d4604a1efd0025707387,620e6e5e60543d0026a01f0e,62.0,2022-07-27 06:00:00.896,2022-07-27 06:00:00.896,0
180,62dfc93190b788002824a095,620e6e5e60543d0026a01f0e,60.0,2022-07-26 11:00:01.797,2022-07-26 11:00:01.797,0
181,62e0fe914a1efd00257076e1,620e6e5e60543d0026a01f0e,61.0,2022-07-27 09:00:01.716,2022-07-27 09:00:01.716,0
182,62dfe55190b788002824acae,620e6e5e60543d0026a01f0e,64.0,2022-07-26 13:00:01.600,2022-07-26 13:00:01.600,0
183,62e128c14a1efd0025707a32,620e6e5e60543d0026a01f0e,56.0,2022-07-27 12:00:01.225,2022-07-27 12:00:01.225,0
184,62e144e14a1efd00257080e6,620e6e5e60543d0026a01f0e,58.0,2022-07-27 14:00:01.233,2022-07-27 14:00:01.233,0
185,62dff3614a1efd0025705a46,620e6e5e60543d0026a01f0e,66.0,2022-07-26 14:00:01.693,2022-07-26 14:00:01.693,0
186,62e001714a1efd0025705d60,620e6e5e60543d0026a01f0e,68.0,2022-07-26 15:00:01.319,2022-07-26 15:00:01.319,0
187,62e1c371a2915f0030f1fe89,620e6e5e60543d0026a01f0e,54.0,2022-07-27 23:00:01.233,2022-07-27 23:00:01.233,0
188,62e1fbb1a2915f0030f2021d,620e6e5e60543d0026a01f0e,51.0,2022-07-28 03:00:01.263,2022-07-28 03:00:01.263,0
189,62e071f14a1efd0025706bb9,620e6e5e60543d0026a01f0e,66.0,2022-07-26 23:00:01.481,2022-07-26 23:00:01.481,0
190,62e209c04a1efd00257094a2,620e6e5e60543d0026a01f0e,51.0,2022-07-28 04:00:00.871,2022-07-28 04:00:00.871,0
191,62e0aa314a1efd00257070b9,620e6e5e60543d0026a01f0e,64.0,2022-07-27 03:00:01.461,2022-07-27 03:00:01.461,0
192,62e217d14a1efd0025709564,620e6e5e60543d0026a01f0e,50.0,2022-07-28 05:00:01.246,2022-07-28 05:00:01.246,0
193,62e10ca14a1efd00257077bd,620e6e5e60543d0026a01f0e,59.0,2022-07-27 10:00:01.115,2022-07-27 10:00:01.115,0
194,62e225e0a2915f0030f2048d,620e6e5e60543d0026a01f0e,49.0,2022-07-28 06:00:00.819,2022-07-28 06:00:00.819,0
195,62e25011a2915f0030f20673,620e6e5e60543d0026a01f0e,47.0,2022-07-28 09:00:01.537,2022-07-28 09:00:01.537,0
196,62e18b314a1efd0025708a03,620e6e5e60543d0026a01f0e,56.0,2022-07-27 19:00:01.195,2022-07-27 19:00:01.195,0
197,62e25e21a2915f0030f206e5,620e6e5e60543d0026a01f0e,46.0,2022-07-28 10:00:01.117,2022-07-28 10:00:01.117,0
